Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[155]    0.0    0.00    0.00  108108         cv::Mat::MStep::operator[](int) const [155]
-----------------------------------------------
                0.00    0.00    9009/81084       matchFindFiducials(cv::Mat, cv::Mat, int, cv::Point_<int>*, int) [2]
                0.00    0.00   27027/81084       matchKernel(cv::_OutputArray const&) [5]
                0.00    0.00   45048/81084       main [25]
[156]    0.0    0.00    0.00   81084         cv::Mat::~Mat() [156]
                0.00    0.00   81084/117120      cv::Mat::release() [153]
-----------------------------------------------
                0.00    0.00   18018/63063       cv::_InputArray::_InputArray<double, 4, 1>(cv::Matx<double, 4, 1> const&) [173]
                0.00    0.00   45045/63063       cv::Mat::MSize::operator()() const [158]
[157]    0.0    0.00    0.00   63063         cv::Size_<int>::Size_(int, int) [157]
-----------------------------------------------
                0.00    0.00    9009/45045       main [25]
                0.00    0.00   18018/45045       matchFindFiducials(cv::Mat, cv::Mat, int, cv::Point_<int>*, int) [2]
                0.00    0.00   18018/45045       matchKernel(cv::_OutputArray const&) [5]
[158]    0.0    0.00    0.00   45045         cv::Mat::MSize::operator()() const [158]
                0.00    0.00   45045/63063       cv::Size_<int>::Size_(int, int) [157]
-----------------------------------------------
                0.00    0.00   18018/36039       cv::Mat::Mat(cv::Mat const&) [61]
                0.00    0.00   18021/36039       cv::Mat::Mat() [162]
[159]    0.0    0.00    0.00   36039         cv::Mat::MSize::MSize(int*) [159]
-----------------------------------------------
                0.00    0.00   18018/36039       cv::Mat::Mat(cv::Mat const&) [61]
                0.00    0.00   18021/36039       cv::Mat::Mat() [162]
[160]    0.0    0.00    0.00   36039         cv::Mat::MStep::MStep() [160]
-----------------------------------------------
                0.00    0.00    9009/36036       matchKernel(cv::_OutputArray const&) [5]
                0.00    0.00   27027/36036       main [25]
[161]    0.0    0.00    0.00   36036         cv::Mat::operator=(cv::Mat const&) [161]
                0.00    0.00   72072/108108      cv::Mat::MStep::operator[](int) [154]
                0.00    0.00   72072/108108      cv::Mat::MStep::operator[](int) const [155]
                0.00    0.00   36036/117120      cv::Mat::release() [153]
-----------------------------------------------
                0.00    0.00       3/18021       main [25]
                0.00    0.00    9009/18021       matchFindFiducials(cv::Mat, cv::Mat, int, cv::Point_<int>*, int) [2]
                0.00    0.00    9009/18021       matchKernel(cv::_OutputArray const&) [5]
[162]    0.0    0.00    0.00   18021         cv::Mat::Mat() [162]
                0.00    0.00   18021/36039       cv::Mat::MSize::MSize(int*) [159]
                0.00    0.00   18021/36039       cv::Mat::MStep::MStep() [160]
-----------------------------------------------
                0.00    0.00   18018/18018       main [25]
[163]    0.0    0.00    0.00   18018         cv::Mat::operator()(cv::Range, cv::Range) const [163]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [402]
[164]    0.0    0.00    0.00       1         _GLOBAL__sub_I_main [164]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [165]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_main [164]
[165]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [165]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

 [164] _GLOBAL__sub_I_main    [80] std::vector<int, std::allocator<int> >::max_size() const [138] std::vector<bool, std::allocator<bool> >::push_back(bool)
   [5] matchKernel(cv::_OutputArray const&) [81] std::allocator<std::vector<int, std::allocator<int> > >::allocator() [6] std::vector<char, std::allocator<char> >::_M_insert_aux(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, char const&)
   [2] matchFindFiducials(cv::Mat, cv::Mat, int, cv::Point_<int>*, int) [82] std::allocator<int>::allocator(std::allocator<int> const&) [105] std::vector<char, std::allocator<char> >::push_back(char const&)
 [165] __static_initialization_and_destruction_0(int, int) [33] std::_Iter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, true>::_S_base(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [42] std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&)
   [1] chord(unsigned char const*, int, int, int, int, int, bool) [83] std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [43] std::vector<char, std::allocator<char> >::~vector()
  [12] float& cv::Mat::at<float>(cv::Point_<int>) [125] std::_Iter_base<char*, false>::_S_base(char*) [106] std::vector<char, std::allocator<char> >::operator[](unsigned long)
   [3] float& cv::Mat::at<float>(int, int) [23] std::_Iter_base<int*, false>::_S_base(int*) [9] std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
  [13] unsigned char& cv::Mat::at<unsigned char>(cv::Point_<int>) [34] std::_Iter_base<std::_Bit_iterator, false>::_S_base(std::_Bit_iterator) [139] std::vector<int, std::allocator<int> >::end()
 [159] cv::Mat::MSize::MSize(int*) [84] std::_Iter_base<std::_Bit_const_iterator, false>::_S_base(std::_Bit_const_iterator) [20] std::vector<int, std::allocator<int> >::back()
 [160] cv::Mat::MStep::MStep() [85] char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<char>(char const*, char const*, char*) [44] std::vector<int, std::allocator<int> >::begin()
 [154] cv::Mat::MStep::operator[](int) [86] int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [7] std::vector<int, std::allocator<int> >::push_back(int const&)
 [153] cv::Mat::release()     [87] void std::_Destroy_aux<false>::__destroy<std::vector<char, std::allocator<char> >*>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*) [21] std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&)
  [61] cv::Mat::Mat(cv::Mat const&) [126] void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >) [45] std::vector<int, std::allocator<int> >::~vector()
 [162] cv::Mat::Mat()        [127] std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_allocate(unsigned long) [46] std::vector<int, std::allocator<int> >::operator[](unsigned long)
 [156] cv::Mat::~Mat()       [128] std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_Vector_impl::~_Vector_impl() [107] std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&)
 [161] cv::Mat::operator=(cv::Mat const&) [88] std::_Vector_base<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_get_Tp_allocator() [108] std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  [62] cv::Range::Range()    [129] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [47] std::_Miter_base<char*>::iterator_type std::__miter_base<char*>(char*)
 [157] cv::Size_<int>::Size_(int, int) [130] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [10] std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*)
   [4] cv::Size_<int>::operator=(cv::Size_<int> const&) [131] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [48] std::_Miter_base<std::_Bit_const_iterator>::iterator_type std::__miter_base<std::_Bit_const_iterator>(std::_Bit_const_iterator)
 [152] cv::Point_<int>::Point_() [89] std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl() [109] std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  [57] __gnu_cxx::new_allocator<std::vector<char, std::allocator<char> > >::allocate(unsigned long, void const*) [90] std::_Vector_base<char, std::allocator<char> >::_Vector_impl::~_Vector_impl() [16] std::_Niter_base<char*>::iterator_type std::__niter_base<char*>(char*)
  [63] __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator() [35] std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() [11] std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*)
  [64] __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [91] std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [110] std::_Niter_base<std::_Bit_iterator>::iterator_type std::__niter_base<std::_Bit_iterator>(std::_Bit_iterator)
  [65] __gnu_cxx::new_allocator<int>::destroy(int*) [36] std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [111] char* std::__copy_move_a<false, char const*, char*>(char const*, char const*, char*)
  [66] __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [92] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [24] char* std::__copy_move_a<false, char*, char*>(char*, char*, char*)
  [67] __gnu_cxx::new_allocator<int>::construct(int*, int const&) [58] std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [49] int* std::__copy_move_a<false, int*, int*>(int*, int*, int*)
  [68] __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [17] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [112] unsigned long* std::__copy_move_a<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*)
 [122] __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> >* const&) [132] std::_Vector_base<int, std::allocator<int> >::_Vector_base() [50] std::_Bit_iterator std::__copy_move_a<false, std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator)
  [26] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [37] std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [113] char* std::__copy_move_a2<false, char*, char*>(char*, char*, char*)
  [69] __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::difference_type __gnu_cxx::operator-<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > > const&) [133] std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [51] int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*)
  [70] __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::difference_type __gnu_cxx::operator-<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [93] std::_Bit_iterator::_Bit_iterator() [114] std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator)
  [27] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [94] std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl() [115] char* std::uninitialized_copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*)
 [158] cv::Mat::MSize::operator()() const [95] std::_Bvector_base<std::allocator<bool> >::_Bvector_base() [140] int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
 [155] cv::Mat::MStep::operator[](int) const [134] std::_Bvector_base<std::allocator<bool> >::~_Bvector_base() [116] std::vector<char, std::allocator<char> >* std::uninitialized_copy<std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*)
 [163] cv::Mat::operator()(cv::Range, cv::Range) const [59] std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [117] std::vector<int, std::allocator<int> >* std::uninitialized_copy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  [71] __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::base() const [8] std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [52] int* std::uninitialized_copy<int*, int*>(int*, int*, int*)
  [28] __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::operator*() const [96] char* std::__copy_move_backward<false, true, std::random_access_iterator_tag>::__copy_move_b<char>(char const*, char const*, char*) [118] void std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&)
  [22] __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::operator-(long const&) const [97] std::vector<char, std::allocator<char> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*>(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*) [141] int* std::__copy_move_backward_a<false, int*, int*>(int*, int*, int*)
 [123] __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const [38] char* std::__uninitialized_copy<true>::__uninit_copy<char*, char*>(char*, char*, char*) [119] int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&)
  [29] __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator-(long const&) const [39] void std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [142] std::vector<int, std::allocator<int> >* std::__uninitialized_copy_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&)
 [124] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [40] std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >, unsigned long, std::vector<char, std::allocator<char> > const&) [53] int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>&)
  [72] std::_Bit_iterator::operator*() const [98] std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::back() [143] std::vector<int, std::allocator<int> >* std::__uninitialized_move_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&)
  [73] std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::size() const [99] std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::resize(unsigned long, std::vector<char, std::allocator<char> >) [54] int* std::__uninitialized_move_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
  [14] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [100] std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::~vector() [55] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  [74] std::vector<bool, std::allocator<bool> >::end() const [18] std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::operator[](unsigned long) [144] int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  [75] std::vector<bool, std::allocator<bool> >::size() const [19] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&) [120] int* std::copy<int*, int*>(int*, int*, int*)
  [15] std::vector<bool, std::allocator<bool> >::begin() const [135] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() [56] void std::_Destroy<std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> > >(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >*, std::allocator<std::vector<char, std::allocator<char> > >&)
  [76] std::vector<bool, std::allocator<bool> >::max_size() const [101] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::back() [145] void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  [77] std::vector<char, std::allocator<char> >::end() const [136] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() [146] void std::_Destroy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&)
  [30] std::vector<char, std::allocator<char> >::size() const [137] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&) [60] void std::_Destroy<int*>(int*, int*)
  [78] std::vector<char, std::allocator<char> >::max_size() const [41] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::resize(unsigned long, std::vector<int, std::allocator<int> >) [121] void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
  [31] std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [102] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [147] operator delete(void*, void*)
  [79] std::vector<int, std::allocator<int> >::end() const [103] std::vector<bool, std::allocator<bool> >::_M_insert_aux(std::_Bit_iterator, bool)
  [32] std::vector<int, std::allocator<int> >::size() const [104] std::vector<bool, std::allocator<bool> >::begin()
